,violent,crime_type,unique_id,gender,age,race,marital_stat,is_military,year_arrested,year_admitted,ntimes_arrested,age_arrest_first,violent_first,probation_yn,ntimes_incarc_adult,ntimes_incarc_juv,highest_grade_attend,has_GED,has_HSD,had_job,public_assist_prior,monthly_income_prior,family_makeup,child_caretaker_welfare,child_caretaker_substabuse,parents_servetime,family_servetime,commit_crime_juv,age_crime_first,forcible_sex,phys_abuse,age_drink_first,drink_frequency,used_heroin,used_meth,used_barbiturates,used_crack,used_cocaine,used_pcp,used_ecstacy,used_lsd,used_pot
9431,1,1,9432,female,40,black,never_marr,0,1997,1998,2.0,24.0,1,1,2.0,0.0,9.0,0,0,0,0,500.0,mother,1,0,0,0,0,13.8279620853,1,1,16.0,10,0,0,0,0,0,0,0,0,0
9432,0,4,9433,female,24,white,never_marr,0,2003,2003,6.0,17.0,0,1,1.0,0.0,9.0,0,0,0,0,0.0,both,1,1,1,0,1,14.0,0,0,14.0,9,1,1,1,1,1,1,1,1,1
9433,0,3,9434,female,40,white,divorced,0,2000,2001,2.0,27.0,0,0,2.0,0.0,12.0,0,1,1,0,1750.0,mother,0,0,0,0,1,14.0,0,0,24.0,10,1,1,1,1,1,0,1,1,1
9435,1,1,9436,female,45,black,separated,0,2000,2001,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,0,1,0,300.0,mother,0,1,0,0,0,13.8279620853,0,1,16.0,8,0,0,0,0,1,0,0,0,0
9445,0,2,9446,female,41,white,divorced,0,2002,2002,4.0,22.0,0,1,2.0,0.0,11.0,0,0,1,0,1100.0,other_rel,0,0,0,0,0,13.8279620853,0,0,36.0,0,0,1,0,0,1,0,0,0,1
9448,1,1,9449,female,25,black,never_marr,0,2001,2002,6.0,18.0,0,1,2.0,0.0,11.0,1,0,1,1,1750.0,foster,1,1,1,1,0,13.8279620853,0,0,17.0,9,0,0,0,0,0,0,0,0,1
9449,1,1,9450,female,35,white,never_marr,0,2002,2003,6.0,18.0,0,1,4.0,0.0,12.0,1,0,1,0,7500.0,mother,0,1,1,0,1,15.0,1,1,15.9622498484,0,1,1,0,1,1,1,0,0,1
9450,0,2,9451,female,45,black,never_marr,0,1999,1999,3.0,17.0,0,0,2.0,0.0,16.0,0,1,1,0,6250.0,both,1,0,0,0,1,14.0,1,0,15.9622498484,0,1,0,0,0,0,0,0,0,0
9451,1,1,9452,female,51,native_am,separated,1,1999,2002,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,500.0,both,0,1,1,1,0,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
9452,0,2,9453,female,24,white,divorced,0,2000,2003,1.0,18.0,0,1,2.0,0.0,11.0,0,0,1,0,7500.0,both,1,0,0,0,0,13.8279620853,1,1,14.0,8,0,0,0,0,0,0,0,0,1
9455,1,1,9456,female,39,black,married,0,1993,1993,1.0,29.0,1,0,2.0,0.0,12.0,0,1,0,0,0.0,mother,0,0,0,1,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
9459,0,3,9460,female,29,white,married,0,2002,2003,2.0,17.0,0,1,2.0,0.0,9.0,0,0,1,0,100.0,grandparents,0,1,1,0,0,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
9460,0,2,9461,female,41,black,never_marr,0,2002,2003,4.0,33.0,0,0,2.0,0.0,12.0,0,1,0,0,0.0,both,1,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9461,1,1,9462,female,66,white,widowed,0,1995,1999,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,0,0,500.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9462,0,2,9463,female,35,black,divorced,0,2002,2002,2.0,29.0,0,1,2.0,0.0,12.0,0,1,1,0,700.0,grandparents,0,0,0,0,0,13.8279620853,0,1,21.0,7,0,0,0,1,0,0,0,0,0
9463,1,1,9464,female,64,white,married,1,1974,1977,0.0,18.9689288635,0,0,2.0,0.0,16.0,0,1,1,0,1690.21001409,both,0,0,0,0,0,13.8279620853,1,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
9464,0,3,9465,female,24,black,never_marr,0,1999,2003,0.0,18.9689288635,0,0,2.0,0.0,12.0,1,0,0,0,1350.0,both,0,0,0,1,1,15.0,0,0,17.0,0,0,0,0,0,0,0,1,0,1
9470,1,1,9471,female,31,black,never_marr,0,1996,1996,4.0,21.0,0,0,2.0,0.0,15.0,0,1,1,0,6250.0,both,0,1,1,0,1,16.0,1,0,16.0,0,0,0,0,1,1,0,0,0,0
9473,1,1,9474,male,32,white,married,0,2001,2002,1.0,27.0,0,0,2.0,0.0,12.0,0,0,1,0,1750.0,both,0,0,0,0,0,13.8279620853,0,0,22.0,8,0,0,0,0,0,0,0,0,0
9475,1,1,9476,male,42,white,divorced,1,1997,1997,0.0,18.9689288635,0,0,2.0,0.0,12.0,1,0,1,0,2250.0,both,0,1,0,1,1,15.0,0,1,15.0,10,0,0,0,0,0,0,0,1,1
9476,1,1,9477,male,25,black,never_marr,0,1998,1999,4.0,14.0,1,1,2.0,0.0,9.0,1,0,0,0,0.0,mother,0,0,0,0,1,18.0,0,0,16.0,9,0,0,0,0,0,0,0,0,1
9477,1,1,9478,male,32,black,never_marr,0,2001,2001,2.0,18.9689288635,0,1,1.0,0.0,12.0,0,1,1,0,7500.0,grandparents,1,0,0,0,0,13.8279620853,1,0,14.0,9,0,1,0,0,0,0,1,0,1
9478,0,3,9479,male,42,white,married,0,2002,2003,3.0,18.0,0,0,2.0,0.0,9.0,1,0,1,0,700.0,father,0,0,0,0,0,13.8279620853,0,0,14.0,8,0,0,0,0,0,0,0,0,1
9483,0,2,9484,male,23,white,never_marr,0,1998,1999,1.0,12.0,0,1,2.0,0.0,11.0,0,0,1,0,900.0,mother,0,1,0,0,1,16.0,0,0,15.0,6,0,0,0,0,0,0,0,0,1
9487,0,2,9488,male,19,black,never_marr,0,2002,2002,2.0,13.0,0,1,0.0,2.0,10.0,0,0,0,0,7500.0,both,1,1,1,1,1,10.0,0,1,12.0,9,0,0,0,0,0,0,1,0,1
9496,0,2,9497,male,20,black,never_marr,0,2000,2000,0.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,0,0,0.0,grandparents,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
9497,1,1,9498,male,51,white,divorced,0,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,0.0,0,0,1,0,3750.0,father,0,0,0,1,0,13.8279620853,0,0,19.0,0,0,0,0,0,0,0,0,0,0
9498,1,1,9499,male,34,white,never_marr,0,2000,2001,2.0,17.0,0,1,4.0,0.0,10.0,1,0,1,0,7500.0,both,0,1,0,0,1,13.0,0,0,13.0,10,0,1,1,1,1,1,1,1,1
9500,0,3,9501,male,23,other,married,0,2001,2002,0.0,18.9689288635,0,0,2.0,0.0,11.0,0,0,1,0,2250.0,both,0,0,0,0,0,13.8279620853,0,0,19.0,7,0,0,0,0,0,0,0,0,1
9502,1,1,9503,male,19,black,never_marr,0,2002,2002,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,0,0,0,0.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9503,1,1,9504,male,20,black,never_marr,0,2002,2003,2.0,17.0,0,1,2.0,0.0,11.0,0,0,0,0,300.0,father,1,0,0,0,1,16.0,0,0,16.0,9,0,0,0,0,0,0,0,0,1
9504,0,3,9505,male,46,white,never_marr,0,2003,2003,0.0,18.9689288635,0,0,2.0,0.0,6.0,0,0,1,0,2250.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9506,1,1,9507,male,22,black,never_marr,0,1998,1999,1.0,17.0,0,0,2.0,0.0,10.0,1,0,1,0,1100.0,grandparents,1,1,1,1,1,9.0,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9507,1,1,9508,male,20,black,never_marr,0,1999,2001,0.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,1,0,7500.0,mother,1,0,0,0,1,12.0,0,0,11.0,9,0,0,0,0,1,0,0,0,1
9508,1,1,9509,male,53,black,married,0,2002,2003,2.0,15.0,0,0,1.0,1.0,10.0,1,0,1,0,1100.0,other_rel,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9509,1,1,9510,male,22,black,never_marr,0,2001,2001,3.0,15.0,0,0,2.0,2.0,8.0,0,0,1,1,700.0,both,1,1,0,1,1,15.0,0,1,16.0,10,0,0,0,0,1,0,0,0,1
9511,1,1,9512,male,29,black,divorced,1,1994,1995,0.0,18.9689288635,0,0,2.0,0.0,13.0,0,1,1,0,1690.21001409,both,0,0,0,0,1,13.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1
9513,0,3,9514,male,34,black,never_marr,0,1997,1997,6.0,16.0,0,1,2.0,0.0,14.0,0,1,0,0,0.0,both,0,0,0,0,1,19.0,0,0,22.0,0,0,0,0,0,0,0,0,0,1
9514,1,1,9515,male,23,black,never_marr,0,1999,2000,2.0,13.0,0,1,1.0,3.0,6.0,1,0,0,0,1690.21001409,mother,1,0,0,0,1,13.0,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
9519,0,3,9520,male,28,black,never_marr,0,2001,2001,9.0,16.0,1,1,1.0,0.0,10.0,0,0,1,0,0.0,other_rel,0,0,1,0,0,13.8279620853,0,0,14.0,10,0,0,0,1,1,0,0,0,1
9521,1,1,9522,female,51,white,widowed,0,1994,1997,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,0,0,0.0,both,0,0,0,0,0,13.8279620853,1,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
9523,0,2,9524,female,51,black,separated,0,1997,1998,10.0,36.0,0,1,2.0,0.0,12.0,0,1,0,0,0.0,both,1,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,1,0,0,0,0
9524,1,1,9525,female,25,black,never_marr,0,2001,2002,1.0,20.0,0,0,2.0,0.0,12.0,0,1,1,0,900.0,grandparents,1,0,0,0,0,13.8279620853,0,0,19.0,0,0,0,0,0,0,0,0,0,1
9525,1,1,9526,female,25,black,never_marr,0,1999,2001,13.0,15.0,1,1,2.0,0.0,12.0,1,0,1,0,1350.0,both,0,0,0,1,1,17.0,0,0,17.0,7,0,0,0,0,0,0,0,0,1
9527,1,1,9528,female,21,black,never_marr,0,2000,2001,0.0,18.9689288635,0,0,2.0,0.0,11.0,0,0,1,1,500.0,grandparents,1,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9529,0,2,9530,female,37,black,never_marr,0,2002,2002,4.0,30.0,0,1,2.0,0.0,11.0,0,0,1,0,500.0,mother,0,0,0,0,0,13.8279620853,0,0,20.0,9,0,0,0,1,0,0,0,0,1
9530,1,1,9531,female,30,white,married,0,2002,2002,0.0,18.9689288635,0,0,2.0,0.0,9.0,0,0,0,1,0.0,both,1,0,0,1,0,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
9534,1,1,9535,female,50,white,divorced,0,1999,2000,0.0,18.9689288635,0,0,2.0,0.0,13.0,0,1,1,0,6250.0,both,0,0,0,0,0,13.8279620853,0,0,22.0,6,0,0,0,0,0,0,0,0,1
9535,1,1,9536,female,42,black,never_marr,0,1986,1988,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,2250.0,grandparents,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9537,0,2,9538,female,47,black,married,0,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,10.0,0,0,0,0,0.0,mother,1,0,0,1,0,13.8279620853,1,0,15.9622498484,0,0,0,0,1,1,0,0,0,1
9538,1,1,9539,female,39,white,married,0,1998,2002,0.0,18.9689288635,0,0,2.0,0.0,14.0,0,1,0,0,0.0,both,0,1,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9539,0,3,9540,female,31,black,divorced,0,2001,2002,0.0,18.9689288635,0,0,2.0,0.0,11.0,0,0,1,0,1750.0,both,1,0,1,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9540,0,2,9541,female,50,white,divorced,0,2001,2001,0.0,18.9689288635,0,0,2.0,0.0,18.0,0,1,1,0,6250.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9542,1,1,9543,female,34,white,widowed,0,1993,1993,3.0,17.0,0,1,2.0,0.0,11.0,1,0,1,0,1750.0,both,0,0,0,0,0,13.8279620853,0,0,16.0,9,0,0,0,0,0,0,0,0,1
9543,1,1,9544,female,34,black,married,0,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,11.0,0,0,1,0,1750.0,mother,0,1,1,1,0,13.8279620853,1,1,15.9622498484,0,0,1,0,0,1,0,0,0,0
9544,1,1,9545,female,26,black,never_marr,0,1997,1998,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,300.0,mother,0,1,1,0,1,17.0,0,0,16.0,10,0,0,0,0,0,0,0,0,1
9547,1,1,9548,female,39,black,divorced,0,1999,2000,3.0,24.0,0,1,1.0,0.0,11.0,0,0,1,1,1750.0,foster,1,1,1,1,1,13.0,0,0,15.0,9,0,0,0,1,0,0,0,0,0
9551,1,1,9552,female,23,white,never_marr,0,2001,2003,0.0,18.9689288635,0,0,2.0,0.0,10.0,1,0,0,0,1350.0,grandparents,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9552,1,1,9553,female,41,black,never_marr,0,1981,1982,0.0,18.9689288635,0,0,2.0,0.0,9.0,0,0,0,1,100.0,mother,1,1,1,1,0,13.8279620853,0,0,12.0,0,0,0,0,0,0,0,0,0,1
9553,0,2,9554,female,49,white,divorced,0,2002,2002,0.0,18.9689288635,0,0,2.0,0.0,13.0,0,1,1,0,1350.0,both,0,1,0,0,0,13.8279620853,1,1,15.9622498484,0,0,0,1,0,0,0,0,0,0
9554,0,2,9555,female,41,black,divorced,0,2002,2003,5.0,30.0,0,1,2.0,0.0,12.0,0,1,1,0,500.0,grandparents,0,1,0,1,1,30.0,0,0,15.9622498484,0,0,0,0,1,0,0,0,0,0
9556,1,1,9557,female,32,white,divorced,0,1998,1999,0.0,18.9689288635,0,0,2.0,0.0,10.0,1,0,0,0,3750.0,grandparents,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9558,0,3,9559,female,26,other,never_marr,0,2001,2003,2.0,16.0,0,0,2.0,0.0,10.0,0,0,1,0,500.0,grandparents,0,1,0,0,1,13.0,0,0,12.0,0,0,0,0,0,1,0,0,0,1
9561,1,1,9562,female,45,black,divorced,0,2002,2002,3.0,33.0,1,1,2.0,0.0,14.0,0,1,1,0,2250.0,grandparents,0,0,0,0,0,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
9562,1,1,9563,female,35,white,never_marr,0,1999,1999,0.0,18.9689288635,0,0,2.0,0.0,13.0,0,1,1,0,2250.0,both,0,0,0,0,0,13.8279620853,0,0,21.0,6,0,0,0,0,0,0,0,0,1
9569,0,2,9570,male,22,black,never_marr,0,2003,2003,7.0,17.0,0,1,2.0,0.0,10.0,0,0,1,0,1100.0,mother,0,0,1,1,1,16.0,0,0,13.0,10,0,0,0,0,1,0,1,0,1
9573,1,1,9574,male,25,black,never_marr,0,2002,2003,1.0,23.0,1,1,2.0,0.0,10.0,0,0,0,0,900.0,father,1,1,0,1,0,13.8279620853,0,0,22.0,9,0,0,0,0,0,0,0,0,1
9576,0,2,9577,male,43,black,never_marr,0,2001,2003,2.0,36.0,0,0,1.0,0.0,16.0,0,1,1,0,3750.0,both,0,0,0,0,0,13.8279620853,0,0,15.0,0,0,0,0,1,0,0,0,0,0
9579,0,3,9580,male,34,black,never_marr,0,2002,2003,10.0,19.0,0,1,1.0,0.0,10.0,0,0,1,0,1750.0,both,1,0,1,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9582,0,2,9583,male,34,black,divorced,0,2002,2003,2.0,27.0,0,1,2.0,0.0,16.0,0,1,1,0,3750.0,mother,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9585,0,4,9586,male,34,white,married,0,2001,2003,1.0,21.0,0,0,2.0,0.0,15.0,0,1,1,0,6250.0,both,0,0,0,0,1,16.0,0,0,16.0,6,0,0,0,0,0,0,0,0,1
9587,0,3,9588,male,26,black,never_marr,0,2001,2003,2.0,18.0,0,1,2.0,0.0,14.0,0,1,1,0,3750.0,both,0,1,0,0,0,13.8279620853,0,0,16.0,10,0,0,0,0,0,0,0,0,1
9588,0,2,9589,male,20,white,never_marr,0,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,1,0,1750.0,father,1,1,0,0,1,8.0,0,0,16.0,6,0,0,0,0,0,0,0,0,1
9599,0,2,9600,male,24,white,never_marr,0,2003,2003,3.0,19.0,0,1,2.0,0.0,12.0,0,1,1,0,1350.0,mother,0,0,0,0,1,14.0,0,0,15.0,0,1,1,0,0,0,0,1,1,1
9603,0,3,9604,male,27,black,never_marr,0,2001,2003,0.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,1,0,1350.0,both,0,0,0,0,1,14.0,0,0,16.0,10,0,0,0,0,0,0,1,0,1
9610,1,1,9611,male,43,black,divorced,0,2002,2002,3.0,19.0,0,0,2.0,0.0,12.0,0,1,1,0,1350.0,both,0,0,0,1,1,16.0,0,0,20.0,9,0,0,0,0,0,0,0,0,1
9612,0,2,9613,male,26,white,never_marr,0,2000,2000,5.0,15.0,0,1,1.0,1.0,12.0,0,1,1,0,500.0,both,0,0,0,0,1,15.0,0,0,17.0,10,0,0,1,0,1,0,1,1,1
9614,0,3,9615,male,26,race_unknown,never_marr,0,2002,2003,4.0,20.0,0,1,3.0,0.0,8.0,1,0,0,0,0.0,mother,0,0,0,0,1,12.0,0,1,12.0,0,0,1,1,0,1,1,1,1,1
9619,1,1,9620,male,52,black,widowed,0,2001,2002,1.0,29.0,1,0,2.0,0.0,4.0,0,0,0,0,700.0,mother,0,0,0,1,0,13.8279620853,0,0,20.0,0,0,0,0,0,0,0,0,0,0
9620,0,3,9621,male,43,white,married,0,2001,2001,0.0,18.9689288635,0,0,2.0,0.0,13.0,0,1,1,0,2250.0,both,0,1,0,0,1,16.0,0,1,16.0,7,1,1,1,1,1,1,1,1,1
9621,0,3,9622,male,21,white,never_marr,0,2001,2002,1.0,17.0,0,1,2.0,0.0,13.0,0,1,1,0,700.0,mother,0,1,0,0,1,15.0,0,0,15.0,10,0,0,0,0,1,0,1,1,1
9627,1,1,9628,male,19,black,never_marr,0,2003,2003,2.0,14.0,0,1,2.0,0.0,10.0,0,0,1,1,1350.0,mother,0,0,0,0,0,13.8279620853,0,0,17.0,8,0,0,0,0,0,0,0,0,1
9631,0,2,9632,male,22,black,never_marr,0,2002,2002,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,0,0,300.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9632,0,4,9633,male,24,black,never_marr,0,2002,2003,2.0,17.0,0,1,2.0,0.0,11.0,0,0,1,0,1750.0,mother,0,0,0,0,0,13.8279620853,0,0,21.0,6,0,0,0,0,0,0,0,0,0
9639,0,3,9640,male,25,black,never_marr,0,2001,2002,2.0,17.0,0,1,2.0,0.0,11.0,0,0,1,0,300.0,grandparents,0,0,0,0,0,13.8279620853,0,0,21.0,8,0,0,0,0,0,0,0,0,0
9640,0,3,9641,male,24,white,never_marr,0,2001,2002,1.0,17.0,0,1,2.0,0.0,11.0,1,0,1,0,7500.0,both,0,0,0,0,1,15.0,0,0,19.0,8,0,0,0,0,0,0,0,0,1
9642,0,2,9643,male,36,black,never_marr,0,9997,2003,3.0,13.0,0,1,2.0,0.0,12.0,0,1,1,0,1750.0,grandparents,0,0,0,0,1,16.0,0,0,13.0,0,0,0,0,1,1,1,0,1,1
9643,0,2,9644,male,19,black,never_marr,0,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,0,1,100.0,both,1,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9647,1,1,9648,male,53,white,divorced,0,1967,1968,2.0,14.0,0,1,2.0,0.0,9.0,1,0,1,0,300.0,both,0,1,0,1,1,14.0,0,1,14.0,10,1,0,1,0,0,0,0,1,1
9648,1,1,9649,male,51,white,never_marr,0,1972,1973,2.0,18.0,0,0,1.0,0.0,11.0,1,0,0,0,3750.0,both,0,0,0,0,0,13.8279620853,0,0,18.0,0,0,0,0,0,0,0,0,0,0
9649,0,3,9650,male,61,white,divorced,0,1995,1995,1.0,32.0,1,0,1.0,0.0,9.0,0,0,1,0,900.0,both,0,0,0,0,0,13.8279620853,0,0,15.0,0,0,0,0,0,0,0,0,0,0
9650,0,3,9651,male,65,black,divorced,0,1974,1975,1.0,23.0,0,0,1.0,0.0,10.0,1,0,1,0,0.0,grandparents,0,0,0,1,0,13.8279620853,0,0,17.0,10,0,0,0,0,0,0,0,0,1
9651,1,1,9652,male,46,white,divorced,0,1992,1994,5.0,11.0,0,1,2.0,1.0,12.0,0,0,0,0,700.0,both,0,0,0,0,1,13.0,0,0,13.0,10,1,1,1,1,1,1,0,1,1
9652,1,1,9653,male,51,black,never_marr,0,1974,1975,3.0,14.0,0,1,2.0,0.0,8.0,0,0,0,0,0.0,both,1,0,0,1,1,14.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1
9653,1,1,9654,male,54,black,never_marr,1,1979,1979,1.0,24.0,0,0,2.0,0.0,12.0,0,1,0,0,1100.0,grandparents,1,0,0,0,0,13.8279620853,0,0,15.9622498484,0,1,0,0,0,1,0,0,0,0
9654,1,1,9655,male,40,white,never_marr,0,1979,1980,2.0,15.0,0,1,2.0,0.0,7.0,0,0,0,0,0.0,both,0,1,1,1,1,14.0,0,0,15.9622498484,0,0,0,1,0,0,0,0,0,1
9656,1,1,9657,male,72,black,married,0,1979,1981,4.0,16.0,0,0,2.0,0.0,9.0,1,0,1,0,2250.0,father,0,0,0,1,0,13.8279620853,0,0,13.0,9,1,0,0,0,1,0,0,0,1
9657,1,1,9658,male,49,white,never_marr,0,1979,1982,28.0,12.0,0,0,2.0,2.0,8.0,1,0,1,0,3750.0,mother,0,1,0,0,1,12.0,0,0,12.0,10,1,1,1,0,0,1,0,1,1
9658,1,1,9659,male,53,black,never_marr,1,1981,1982,1.0,25.0,1,1,2.0,0.0,16.0,0,0,1,0,1100.0,mother,0,0,0,0,0,13.8279620853,0,0,14.0,8,0,0,0,0,0,0,0,0,0
9659,1,1,9660,male,37,black,never_marr,0,1982,1983,2.0,10.0,0,1,0.0,1.0,10.0,1,0,0,0,100.0,both,1,0,0,1,1,8.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0
9660,1,1,9661,male,49,white,divorced,1,1981,1986,8.0,13.0,0,1,2.0,1.0,12.0,0,1,1,0,500.0,mother,0,1,1,0,1,13.0,0,0,13.0,10,0,1,1,0,1,1,0,1,1
9661,1,1,9662,male,53,white,never_marr,1,1981,1983,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,0,0,0.0,both,0,0,0,0,1,14.0,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
9662,0,3,9663,male,45,black,never_marr,0,1988,1990,1.0,22.0,0,1,2.0,0.0,12.0,0,1,0,0,1100.0,mother,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
9664,1,1,9665,male,42,black,never_marr,0,1983,1984,3.0,14.0,0,1,1.0,2.0,9.0,1,0,0,0,3750.0,mother,1,1,0,1,1,13.0,0,1,15.9622498484,0,0,0,0,0,1,0,0,0,1
9668,1,1,9669,male,40,black,never_marr,0,1984,1986,5.0,13.0,0,0,1.0,0.0,8.0,0,0,0,1,100.0,mother,1,0,0,1,0,13.8279620853,0,0,15.0,7,0,0,0,0,1,0,0,0,1
9669,1,1,9670,male,40,white,divorced,0,1985,1989,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,0,1,0,2250.0,mother,1,0,0,1,0,13.8279620853,0,0,12.0,10,0,0,1,0,1,0,0,0,1
9671,1,1,9672,male,39,black,never_marr,0,1991,1994,1.0,22.0,1,0,1.0,0.0,8.0,1,0,1,0,900.0,both,0,1,0,0,0,13.8279620853,0,0,21.0,7,1,0,0,1,0,0,0,0,1
9672,1,1,9673,male,37,black,divorced,0,1985,1986,1.0,14.0,0,1,2.0,0.0,11.0,1,0,1,0,100.0,both,0,0,0,1,1,14.0,0,0,15.0,8,0,0,0,0,0,0,0,0,1
9673,0,3,9674,male,59,black,divorced,0,1997,1999,5.0,18.0,0,0,1.0,0.0,18.0,0,1,0,1,300.0,mother,0,0,0,0,0,13.8279620853,0,0,18.0,0,1,0,0,0,1,0,0,0,0
9674,1,1,9675,male,39,black,never_marr,0,1987,1989,2.0,19.0,0,1,2.0,0.0,9.0,0,0,0,0,1100.0,mother,1,0,0,0,1,13.0,1,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
9675,1,1,9676,male,44,black,married,0,1987,1990,6.0,17.0,0,1,2.0,0.0,10.0,0,0,1,0,500.0,both,0,0,0,0,0,13.8279620853,0,0,24.0,6,0,0,0,0,0,0,0,0,1
9676,1,1,9677,male,46,black,married,1,1987,1990,10.0,13.0,1,1,2.0,0.0,11.0,0,0,1,1,700.0,mother,1,0,0,0,0,13.8279620853,0,0,17.0,9,0,0,0,0,0,0,0,0,0
9677,0,2,9678,male,32,black,never_marr,0,1995,1997,7.0,11.0,1,1,2.0,1.0,11.0,0,0,0,0,0.0,mother,1,0,1,0,1,6.0,0,0,15.9622498484,0,1,0,0,0,0,0,0,0,1
9678,0,3,9679,male,36,black,never_marr,0,1997,1998,7.0,18.0,0,1,3.0,0.0,11.0,1,0,1,1,2250.0,both,0,0,1,1,1,16.0,0,0,14.0,10,0,0,0,1,1,1,0,0,1
9679,0,3,9680,male,37,black,never_marr,0,1998,1999,1.0,33.0,0,1,2.0,0.0,12.0,0,0,0,0,1350.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,1,0,0,0,0,0
9680,1,1,9681,male,44,white,separated,0,1994,1996,6.0,17.0,0,1,2.0,0.0,17.0,0,1,1,0,2250.0,both,0,0,0,0,0,13.8279620853,0,0,11.0,10,0,1,1,0,1,0,0,1,1
9684,1,1,9685,male,45,white,divorced,0,1991,1992,1.0,16.0,0,0,2.0,0.0,13.0,0,1,1,0,1350.0,both,0,0,0,0,1,16.0,1,0,18.0,10,0,1,0,1,1,1,1,0,1
9685,1,1,9686,male,32,black,never_marr,0,1991,1992,2.0,19.0,0,0,2.0,0.0,12.0,1,0,1,0,500.0,both,0,0,0,0,0,13.8279620853,0,0,17.0,10,0,0,0,0,1,0,0,0,1
9688,1,1,9689,male,28,white,divorced,0,1995,1996,0.0,18.9689288635,0,0,2.0,0.0,7.0,1,0,0,0,1350.0,mother,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,1,1,0,0,0,1
9690,1,1,9691,male,27,black,never_marr,0,1993,1993,3.0,12.0,0,1,2.0,0.0,9.0,1,0,0,0,1690.21001409,both,1,0,0,0,1,12.0,0,0,12.0,0,0,0,0,0,0,0,0,0,1
